Site_No,,,,,,,,,,,,,,,,,,,,,,,
Site_No,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Dut_No,Site_No,Dut_Pass,SW_Bin,Data_Num,OS_VCC,OS_SW,Vf,Isw,Ivcc,garbage,,Vcc,Vcc1,Icc_5V,Icc_1V,Icc3,Vcc_on,Vcc_off,SW_Freq_debug,BlankingTime,Tbodydiode,Ivcc_GateOn,Iq,
506,0,TRUE,1,17,-0.5068,-0.4812,-0.609,50.0462,271.72,,,4.3811,7.7499,-31.5654,-19.357,78.1652,3.82,3.65,0,3.4,0,1.192,82.6739
507,0,TRUE,1,17,-0.5086,-0.4724,-0.604,50.1318,270.8928,,,4.3823,7.8152,-30.8302,-18.755,78.1682,3.85,3.65,26.2398,3.4,0,1.191,82.8659
508,0,TRUE,1,17,-0.5066,-0.4679,-0.605,49.9989,278.8663,,,4.3822,7.7725,-30.3168,-18.274,78.4075,3.83,3.66,21.9298,3.4,0,1.201,83.1466
509,0,FALSE,3,4,-0.5072,-0.4743,-0.612,500.1402
510,0,TRUE,1,17,-0.5074,-0.4724,-0.61,50.3592,285.6848,,,4.3789,7.7275,-32.0923,-19.484,80.567,3.82,3.65,21.9346,3.4,0,1.226,85.584
511,0,TRUE,1,17,-0.5081,-0.4731,-0.609,51.8799,293.3836,,,4.3769,7.7628,-32.0702,-19.481,82.0383,3.84,3.67,21.9298,3.4,0,1.245,86.0715
512,0,TRUE,1,17,-0.5081,-0.4751,-0.609,51.8061,271.0109,,,4.38,7.7818,-31.6017,-19.16,80.1298,3.84,3.67,23.1589,3.2,0,1.221,85.584
513,0,TRUE,1,17,-0.5076,-0.473,-0.605,52.0364,262.606,,,4.3792,7.6895,-33.0899,-20.446,80.4932,3.8,3.67,69.4444,3.2,0,1.22,85.3329
514,0,TRUE,1,17,-0.5075,-0.4795,-0.607,52.2224,281.9476,,,4.38,7.7094,-33.5786,-20.696,81.6985,3.81,3.66,27.7778,3.2,0,1.235,85.9829
515,0,TRUE,1,17,-0.5077,-0.4815,-0.61,51.5373,297.493,,,4.379,7.7766,-31.6733,-18.834,81.8167,3.84,3.67,19.8413,3.2,0,1.25,86.9726
516,0,TRUE,1,17,-0.5075,-0.4828,-0.61,51.7293,285.992,,,4.378,7.7453,-31.6825,-19.136,81.7871,3.82,3.66,21.9298,3.4,0,1.239,86.3817
517,0,TRUE,1,17,-0.5081,-0.4845,-0.609,50.8139,292.6628,,,4.3793,7.7885,-32.4048,-19.686,80.8447,3.84,3.67,21.9298,3.4,0,1.23,85.5693
518,0,TRUE,1,17,-0.5085,-0.4866,-0.61,50.4182,278.5,,,4.3812,7.8023,-31.2494,-18.963,79.1578,3.84,3.65,26.3158,3.4,0,1.201,84.1659
519,0,TRUE,1,17,-0.5079,-0.4856,-0.609,49.7775,280.9343,,,4.3826,7.7434,-30.2824,-18.106,79.0013,3.81,3.65,69.4444,3.2,0,1.201,83.8114
520,0,TRUE,1,17,-0.5084,-0.4883,-0.613,50.1495,285.8,,,4.3812,7.752,-31.0227,-18.813,79.2524,3.83,3.64,26.3158,3.4,0,1.203,84.225
521,0,TRUE,1,17,-0.5072,-0.4834,-0.611,49.8897,283.7527,,,4.3815,7.7937,-31.2003,-18.929,79.1047,3.85,3.66,0,3.4,0,1.206,83.6636
522,0,TRUE,1,17,-0.5083,-0.4845,-0.61,49.8247,274.3611,,,4.3837,7.7336,-31.7478,-19.568,78.3277,3.81,3.63,21.9346,3.4,0,1.19,82.7478
523,0,TRUE,1,17,-0.5082,-0.4897,-0.615,50.5039,283.1855,,,4.384,7.8051,-30.6472,-18.363,79.8491,3.85,3.65,21.925,3.4,0,1.206,84.9045
524,0,TRUE,1,17,-0.5075,-0.4951,-0.621,51.7263,277.9476,,,4.383,7.7405,-31.7548,-19.173,79.5183,3.83,3.65,21.9298,3.4,0,1.216,84.3136
525,0,FALSE,3,4,-0.5068,-0.5028,-0.628,489.5248
526,0,TRUE,1,17,-0.5084,-0.4892,-0.613,51.0885,273.6934,,,4.3813,7.7979,-32.1245,-19.738,79.4621,3.85,3.65,26.3158,3.4,0,1.205,84.7863
527,0,TRUE,1,17,-0.5078,-0.4881,-0.615,50.9143,280.7482,,,4.3795,7.8171,-31.4261,-18.846,80.4636,3.85,3.65,18.7899,3.4,0,1.213,84.8602
528,0,TRUE,1,17,-0.5081,-0.4874,-0.612,51.0974,279.4099,,,4.3791,7.7826,-31.9218,-19.424,79.019,3.84,3.65,21.9298,3.4,0,1.207,83.6636
529,0,TRUE,1,17,-0.5085,-0.4872,-0.611,49.8336,258.4907,,,4.3805,7.7571,-31.9892,-19.794,77.3587,3.82,3.64,26.3227,3.4,0,1.171,81.8023
530,0,TRUE,1,17,-0.5087,-0.4911,-0.615,50.0875,280.2814,,,4.3822,7.7971,-31.7576,-19.279,78.3218,3.82,3.64,26.3158,3.4,0,1.191,82.5557
531,0,TRUE,1,17,-0.5072,-0.4876,-0.614,49.9074,261.8113,,,4.3833,7.7918,-30.7997,-18.616,77.6394,3.85,3.64,21.9298,3.4,0,1.173,82.1125
532,0,TRUE,1,17,-0.508,-0.4854,-0.609,50.5836,277.6137,,,4.3822,7.7874,-31.9333,-19.599,78.4784,3.84,3.64,17.8571,3.6,0,1.196,82.9841
533,0,TRUE,1,17,-0.5078,-0.4859,-0.612,49.6712,267.8765,,,4.3823,7.7569,-32.2289,-19.678,78.5463,3.82,3.64,20.8333,3.6,0,1.181,83.0284
534,0,TRUE,1,17,-0.5076,-0.4845,-0.61,50.1466,275.9121,,,4.3838,7.787,-31.959,-19.498,79.2701,3.84,3.65,21.9298,3.4,0,1.196,83.5011
535,0,TRUE,1,17,-0.5078,-0.4847,-0.611,50.0993,274.1159,,,4.3846,7.796,-30.8529,-18.454,78.6615,3.82,3.64,21.9298,3.4,0,1.192,83.1909
536,0,TRUE,1,17,-0.5069,-0.487,-0.613,50.8434,289.5135,,,4.383,7.7407,-32.3298,-19.595,80.1268,3.82,3.64,21.9298,3.4,0,1.214,84.7716
537,0,TRUE,1,17,-0.5083,-0.4866,-0.611,49.9222,287.4189,,,4.3823,7.8009,-32.0443,-19.5,80.183,3.84,3.66,26.3158,3.4,0,1.199,84.5204
538,0,TRUE,1,17,-0.508,-0.488,-0.612,50.2411,276.8722,,,4.3845,7.8064,-32.195,-19.676,78.31,3.85,3.65,26.3296,3.4,0,1.189,82.9841
539,0,TRUE,1,17,-0.5083,-0.4842,-0.611,49.7598,263.5898,,,4.3823,7.702,-31.0119,-18.729,77.9318,3.8,3.64,21.9298,3.4,0,1.175,82.733
540,0,TRUE,1,17,-0.5084,-0.4851,-0.612,50.3267,280.8575,,,4.3828,7.7644,-32.0781,-19.65,79.1667,3.82,3.64,21.9298,3.4,0,1.201,84.1954
541,0,TRUE,1,17,-0.5086,-0.4814,-0.61,50.1466,268.813,,,4.3821,7.7458,-31.708,-19.489,77.92,3.81,3.63,20.8333,3.6,0,1.181,82.6148
542,0,TRUE,1,17,-0.5072,-0.4728,-0.607,49.7509,273.5841,,,4.3819,7.7759,-31.76,-19.434,77.9466,3.82,3.64,24.9501,3.6,0,1.18,82.3194
543,0,FALSE,3,4,-0.508,-0.4856,-0.618,499.0595
544,0,TRUE,1,17,-0.5064,-0.4764,-0.611,50.5216,254.3725,,,4.3844,7.6803,-31.0993,-19.051,77.1519,3.81,3.65,18.797,3.4,0,1.169,80.724
545,0,FALSE,3,4,-0.5064,-0.4787,-0.612,73.019
546,0,FALSE,3,4,-0.5073,-0.4862,-0.617,499.467
547,0,TRUE,1,17,-0.507,-0.4848,-0.615,52.7657,279.4808,,,4.3836,7.7798,-31.9649,-19.484,80.3898,3.83,3.65,21.925,3.4,0,1.216,84.9784
548,0,FALSE,3,4,-0.5083,-0.4905,-0.619,499.5171
549,0,TRUE,1,17,-0.5073,-0.4848,-0.612,51.8001,279.9594,,,4.383,7.7412,-32.5399,-19.814,80.9836,3.84,3.66,10.1215,3.4,0,1.231,85.9977
550,0,TRUE,1,17,-0.5063,-0.4844,-0.611,50.932,259.7788,,,4.3849,7.7488,-31.6158,-19.306,78.9924,3.83,3.66,0,3.4,0,1.184,83.5011
551,0,TRUE,1,17,-0.5079,-0.4884,-0.613,51.2096,277.7792,,,4.3865,7.7657,-31.2457,-18.738,79.6158,3.83,3.65,10.9697,3.4,0,1.206,84.5943
552,0,TRUE,1,17,-0.507,-0.4905,-0.616,50.9438,278.1957,,,4.3847,7.6969,-30.7512,-18.706,80.1859,3.81,3.64,43.8596,3.4,0,1.21,84.2988
553,0,TRUE,1,17,-0.5061,-0.4873,-0.613,51.0088,281.8501,,,4.3841,7.7523,-31.0396,-18.773,79.5064,3.83,3.64,21.925,3.4,0,1.218,84.3432
554,0,TRUE,1,17,-0.5076,-0.4935,-0.617,50.7755,276.6299,,,4.384,7.776,-31.2384,-18.851,79.5921,3.84,3.65,24.9875,3.6,0,1.201,84.8897
555,0,TRUE,1,17,-0.5069,-0.4992,-0.624,58.2314,281.0909,,,4.3849,7.7726,-30.585,-18.507,80.4311,3.83,3.65,21.925,3.4,0,1.21,85.5249
556,0,TRUE,1,17,-0.5068,-0.4915,-0.617,51.8533,285.7232,,,4.3844,7.7434,-31.0455,-18.618,81.474,3.83,3.65,0,3.4,0,1.239,86.5295
557,0,TRUE,1,17,-0.5066,-0.4786,-0.608,51.9389,280.7955,,,4.3841,7.7487,-31.9993,-19.544,81.0397,3.83,3.66,21.9298,3.4,0,1.227,85.6727
558,0,TRUE,1,17,-0.5076,-0.4797,-0.606,52.5147,279.5813,,,4.385,7.7451,-32.3154,-19.7,81.4179,3.82,3.67,23.1481,3.2,0,1.24,86.6181
559,0,TRUE,1,17,-0.507,-0.4836,-0.609,52.184,290.58,,,4.3835,7.7627,-32.4587,-19.544,82.8979,3.83,3.66,0,3.4,0,1.254,87.8737
560,0,TRUE,1,17,-0.5077,-0.486,-0.609,52.5029,299.2833,,,4.3834,7.7349,-33.5978,-20.35,84.6912,3.83,3.67,23.1481,3.2,0,1.268,89.351
561,0,TRUE,1,17,-0.506,-0.49,-0.614,52.5383,264.2516,,,4.3932,7.7194,-32.0144,-19.296,80.2421,3.8,3.66,23.1481,3.2,0,1.203,85.2147
562,0,TRUE,1,17,-0.5053,-0.4842,-0.611,52.9517,278.7452,,,4.3939,7.7955,-31.6734,-18.756,82.1978,3.85,3.67,23.1321,3.2,0,1.233,87.0908
563,0,TRUE,1,17,-0.5082,-0.4852,-0.61,52.8248,301.7649,,,4.3833,7.7957,-33.1982,-19.943,84.1151,3.85,3.67,21.9298,3.4,0,1.27,89.2032
564,0,TRUE,1,17,-0.506,-0.4872,-0.613,52.3494,280.695,,,4.3837,7.7086,-32.5712,-19.824,82.0648,3.82,3.66,0,3.4,0,1.238,86.7658
565,0,TRUE,1,17,-0.5066,-0.484,-0.611,51.995,287.8916,,,4.3838,7.7302,-31.5447,-18.979,81.6394,3.82,3.65,26.3158,3.4,0,1.234,86.234
566,0,TRUE,1,17,-0.5074,-0.4826,-0.608,51.7677,277.8442,,,4.3848,7.761,-31.482,-19.071,81.3824,3.83,3.66,21.9298,3.4,0,1.222,85.9977
567,0,TRUE,1,17,-0.5079,-0.4771,-0.604,50.8434,302.2641,,,4.3859,7.714,-31.6241,-19.297,80.0264,3.82,3.64,18.7935,3.4,0,1.234,84.9931
568,0,TRUE,1,17,-0.5066,-0.4766,-0.605,50.6781,285.5459,,,4.385,7.7739,-31.5149,-19.211,80.18,3.85,3.65,0,3.4,0,1.216,85.0227
569,0,TRUE,1,17,-0.5064,-0.478,-0.605,51.0856,285.732,,,4.3836,7.7184,-31.3574,-19.024,79.4415,3.82,3.65,0,3.4,0,1.218,84.2398
570,0,TRUE,1,17,-0.5074,-0.4811,-0.606,51.0767,289.738,,,4.3841,7.7425,-31.6711,-19.298,81.149,3.82,3.65,21.9298,3.4,0,1.221,85.7613
571,0,TRUE,1,17,-0.5069,-0.4784,-0.605,51.1741,302.2553,,,4.3835,7.7701,-31.8819,-19.189,81.4829,3.85,3.66,26.3158,3.4,0,1.238,86.559
572,0,TRUE,1,17,-0.5081,-0.4811,-0.605,51.0797,278.2696,,,4.3848,7.7758,-31.6837,-19.252,80.9599,3.83,3.65,26.3158,3.4,0,1.21,85.2147
573,0,TRUE,1,17,-0.508,-0.4813,-0.606,51.9714,277.3419,,,4.3839,7.7295,-32.8148,-20.081,80.6822,3.8,3.64,0,3.4,0,1.227,85.259
574,0,TRUE,1,17,-0.5063,-0.476,-0.605,52.0511,275.1971,,,4.3821,7.785,-32.3882,-19.941,80.1712,3.83,3.65,13.1579,3.4,0,1.221,84.5057
575,0,TRUE,1,17,-0.5083,-0.47,-0.599,50.8612,270.5205,,,4.3838,7.7412,-32.0615,-19.586,79.7428,3.82,3.65,0,3.4,0,1.21,84.8897
576,0,TRUE,1,17,-0.5076,-0.4694,-0.599,50.7667,274.8072,,,4.3852,7.7368,-32.5355,-19.867,78.9451,3.82,3.65,26.3158,3.4,0,1.201,83.5455
577,0,TRUE,1,17,-0.5071,-0.4697,-0.6,50.7726,275.4866,,,4.3823,7.7918,-31.9936,-19.531,79.3824,3.83,3.67,21.9298,3.4,0,1.203,83.9295
578,0,TRUE,1,17,-0.5073,-0.47,-0.6,50.5482,289.7646,,,4.3823,7.7267,-32.039,-19.457,80.4105,3.8,3.63,0,3.6,0,1.219,84.7568
579,0,TRUE,1,17,-0.5083,-0.4723,-0.601,49.3788,272.6978,,,4.3834,7.7681,-31.6926,-19.221,77.9377,3.83,3.64,15.625,3.6,0,1.187,82.9693
580,0,TRUE,1,17,-0.5085,-0.4689,-0.599,49.5973,271.0168,,,4.3837,7.7704,-32.4123,-19.97,78.0707,3.83,3.64,25,3.6,0,1.178,82.408
581,0,TRUE,1,17,-0.5084,-0.4764,-0.603,50.5216,275.1558,,,4.3827,7.8063,-32.6583,-19.813,79.6394,3.84,3.65,26.3227,3.4,0,1.194,84.1364
582,0,TRUE,1,17,-0.5082,-0.4726,-0.6,50.3208,275.4453,,,4.3831,7.7021,-32.2828,-19.688,78.502,3.81,3.64,25,3.6,0,1.189,83.0727
583,0,TRUE,1,17,-0.5067,-0.4685,-0.602,50.182,270.4673,,,4.3842,7.8228,-32.3461,-19.892,78.505,3.84,3.64,20.8333,3.6,0,1.178,82.7034
584,0,TRUE,1,17,-0.5074,-0.4694,-0.602,50.0875,279.014,,,4.3839,7.7142,-32.2166,-19.63,80.0234,3.82,3.63,11.9603,3.4,0,1.196,84.6091
585,0,TRUE,1,17,-0.5075,-0.4726,-0.603,50.1289,279.9033,,,4.3846,7.7822,-32.2551,-19.667,79.1963,3.82,3.63,26.3158,3.4,0,1.197,84.0034
586,0,TRUE,1,17,-0.5081,-0.4718,-0.604,50.2972,281.2652,,,4.384,7.7652,-32.1698,-19.442,79.3883,3.83,3.66,21.925,3.4,0,1.199,83.9443
587,0,TRUE,1,17,-0.5084,-0.4702,-0.606,50.1702,278.2548,,,4.3827,7.7395,-32.4713,-19.813,79.8491,3.84,3.64,21.9298,3.4,0,1.199,84.9193
588,0,TRUE,1,17,-0.5085,-0.4732,-0.605,50.2352,283.5813,,,4.383,7.7535,-32.4486,-19.618,79.8314,3.82,3.64,17.8571,3.6,0,1.208,84.6682
589,0,TRUE,1,17,-0.5067,-0.474,-0.604,49.8129,269.2768,,,4.3843,7.7232,-32.5504,-19.863,78.0825,3.81,3.62,0,3.6,0,1.188,82.8216
590,0,TRUE,1,17,-0.5065,-0.4721,-0.603,49.9074,277.4276,,,4.3833,7.8013,-32.4614,-19.772,78.2184,3.85,3.65,26.3158,3.4,0,1.18,82.3046
591,0,TRUE,1,17,-0.5083,-0.4747,-0.602,50.2824,262.8808,,,4.381,7.7966,-32.0317,-19.623,77.1549,3.85,3.66,20.8333,3.6,0,1.175,81.9057
592,0,TRUE,1,17,-0.5068,-0.4712,-0.602,50.2824,271.0021,,,4.381,7.8101,-32.8065,-20.12,77.7162,3.84,3.66,17.8603,3.6,0,1.177,81.6989
593,0,TRUE,1,17,-0.5074,-0.4675,-0.601,50.2086,282.6832,,,4.3816,7.796,-32.8065,-20.028,78.8122,3.85,3.62,26.3089,3.4,0,1.199,83.3977
594,0,TRUE,1,17,-0.5066,-0.474,-0.604,50.2765,280.048,,,4.3803,7.8301,-32.3399,-19.646,79.3321,3.85,3.64,21.9202,3.4,0,1.197,83.8852
595,0,TRUE,1,17,-0.5087,-0.4784,-0.605,51.6407,263.9296,,,4.3807,7.8662,-32.348,-20.028,79.3292,3.87,3.67,21.9298,3.4,0,1.186,84.1954
596,0,TRUE,1,17,-0.5085,-0.4799,-0.606,51.3011,276.5827,,,4.3794,7.8129,-32.9357,-20.227,80.1268,3.87,3.66,20.8247,3.6,0,1.206,84.8602
597,0,TRUE,1,17,-0.5088,-0.4827,-0.608,50.9173,270.9755,,,4.3804,7.745,-32.972,-20.403,79.0958,3.81,3.64,26.3158,3.4,0,1.203,83.767
598,0,TRUE,1,17,-0.5081,-0.4817,-0.607,50.8966,281.6581,,,4.3787,7.7889,-32.5614,-19.724,80.1889,3.82,3.64,21.9298,3.4,0,1.214,84.9045
599,0,TRUE,1,17,-0.5072,-0.4804,-0.608,50.8582,274.562,,,4.3812,7.7821,-31.9538,-19.569,79.0781,3.83,3.67,26.3158,3.4,0,1.19,83.6636
600,0,TRUE,1,17,-0.5076,-0.4781,-0.607,50.6456,269.4009,,,4.3829,7.8205,-32.2108,-19.947,78.0441,3.86,3.67,20.8333,3.6,0,1.187,82.1125
601,0,TRUE,1,17,-0.507,-0.4799,-0.606,52.308,271.4157,,,4.3848,7.7335,-31.8231,-19.461,80.827,3.81,3.65,21.9298,3.4,0,1.217,85.259
602,0,TRUE,1,17,-0.5067,-0.4792,-0.608,52.2785,294.911,,,4.3832,7.7325,-32.0999,-19.24,82.7236,3.83,3.66,23.1481,3.2,0,1.254,87.7851
603,0,TRUE,1,17,-0.5082,-0.4857,-0.61,52.3937,298.2906,,,4.384,7.7401,-33.1972,-20.151,83.1845,3.83,3.68,27.7855,3.2,0,1.257,88.1987
604,0,TRUE,1,17,-0.5065,-0.4845,-0.611,52.2401,275.9771,,,4.384,7.731,-32.6266,-19.95,81.5833,3.81,3.66,21.9298,3.4,0,1.231,86.2045
605,0,FALSE,3,4,-0.504,-0.4792,-0.605,500.2878
606,0,FALSE,3,4,-0.5033,-0.4517,-0.588,500.279
607,0,TRUE,1,17,-0.5062,-0.484,-0.611,52.0748,299.6821,,,4.3821,7.7235,-33.288,-20.323,83.3765,3.82,3.67,23.1428,3.2,0,1.263,88.3908
608,0,TRUE,1,17,-0.5074,-0.4865,-0.61,52.5649,292.8696,,,4.3841,7.7408,-32.523,-19.744,82.9127,3.82,3.66,69.4444,3.2,0,1.264,87.5783
609,0,TRUE,1,17,-0.5076,-0.4834,-0.608,51.9301,292.9818,,,4.3841,7.7589,-31.853,-19.256,82.2007,3.82,3.65,21.9298,3.4,0,1.241,87.0022
610,0,TRUE,1,17,-0.5081,-0.4833,-0.609,52.0157,278.3582,,,4.3842,7.796,-31.1713,-18.892,81.2583,3.85,3.67,69.4444,3.2,0,1.22,86.3965
611,0,TRUE,1,17,-0.5068,-0.4774,-0.604,50.746,273.5959,,,4.3863,7.7976,-31.0821,-18.923,79.0633,3.84,3.65,25.0063,3.6,0,1.194,83.9591
612,0,TRUE,1,17,-0.5066,-0.476,-0.605,50.7637,284.0186,,,4.3847,7.7844,-31.4512,-19.135,81.0781,3.81,3.64,21.925,3.4,0,1.218,85.6579
613,0,TRUE,1,17,-0.5077,-0.4802,-0.605,51.0678,275.9593,,,4.3848,7.7311,-31.334,-18.93,80.2243,3.82,3.65,21.9298,3.4,0,1.198,84.9193
614,0,TRUE,1,17,-0.5072,-0.4787,-0.606,51.2096,286.1309,,,4.3839,7.8012,-31.5758,-19.148,80.6084,3.85,3.66,25,3.6,0,1.216,85.6579
615,0,TRUE,1,17,-0.5077,-0.481,-0.605,50.7991,279.3567,,,4.3853,7.7094,-31.7552,-19.257,80.5523,3.82,3.65,14.622,3.4,0,1.218,85.7022
616,0,TRUE,1,17,-0.5063,-0.4793,-0.606,51.4724,286.5592,,,4.3834,7.7641,-31.5863,-19.09,81.149,3.85,3.65,21.9298,3.4,0,1.22,85.9681
617,0,TRUE,1,17,-0.5071,-0.4809,-0.607,52.1427,308.5419,,,4.3815,7.7431,-32.8514,-19.778,82.7945,3.83,3.66,21.9394,3.4,0,1.256,87.8146
618,0,TRUE,1,17,-0.5067,-0.4754,-0.605,51.9064,290.2048,,,4.3819,7.7402,-32.5627,-19.828,81.5242,3.83,3.66,26.3158,3.4,0,1.237,86.3374
619,0,TRUE,1,17,-0.5065,-0.4674,-0.6,51.2745,293.3245,,,4.3823,7.7968,-32.5784,-19.781,81.2908,3.85,3.66,26.3158,3.4,0,1.227,85.8204
620,0,TRUE,1,17,-0.5082,-0.4689,-0.598,51.0383,299.0824,,,4.3833,7.7741,-32.7663,-19.886,80.1682,3.83,3.63,21.9298,3.4,0,1.235,85.3034
621,0,TRUE,1,17,-0.5069,-0.4703,-0.599,50.6987,294.5801,,,4.3824,7.8001,-32.7039,-19.858,80.4784,3.85,3.66,26.3158,3.4,0,1.218,84.9931
622,0,TRUE,1,17,-0.5082,-0.4715,-0.599,50.6338,275.079,,,4.3834,7.7125,-31.8868,-19.546,78.7118,3.82,3.64,16.4474,3.4,0,1.202,83.0727
623,0,TRUE,1,17,-0.5064,-0.4681,-0.599,49.931,271.7377,,,4.3829,7.7914,-32.0333,-19.645,78.5315,3.83,3.65,25,3.6,0,1.185,82.6148
624,0,TRUE,1,17,-0.5072,-0.4675,-0.599,49.5412,277.3626,,,4.3818,7.7616,-31.8517,-19.449,79.1726,3.83,3.63,26.3227,3.4,0,1.189,83.9148
625,0,TRUE,1,17,-0.5084,-0.4761,-0.603,50.6338,294.8164,,,4.3818,7.7774,-32.7746,-19.797,79.6985,3.84,3.64,21.9298,3.4,0,1.218,84.5943
626,0,TRUE,1,17,-0.5071,-0.4737,-0.603,50.4212,272.1808,,,4.3822,7.7229,-32.0118,-19.486,78.7886,3.83,3.64,20.8203,3.6,0,1.192,83.2943
627,0,TRUE,1,17,-0.5074,-0.4676,-0.602,50.3887,288.2993,,,4.3827,7.8499,-32.6544,-19.901,80.4105,3.86,3.66,25,3.6,0,1.205,85.1704
628,0,TRUE,1,17,-0.5066,-0.4678,-0.601,50.3503,276.4852,,,4.3838,7.8079,-32.4695,-19.968,78.8211,3.84,3.63,17.8571,3.6,0,1.195,83.1466
629,0,TRUE,1,17,-0.5064,-0.471,-0.603,50.0639,277.5221,,,4.3846,7.7447,-32.5719,-19.942,79.6039,3.83,3.64,21.925,3.4,0,1.194,84.3727
630,0,TRUE,1,17,-0.5083,-0.4729,-0.604,50.3237,279.534,,,4.384,7.7716,-32.5688,-19.784,79.4001,3.83,3.65,21.9298,3.4,0,1.196,84.2545
631,0,TRUE,1,17,-0.5068,-0.4711,-0.605,50.3415,270.4142,,,4.382,7.7551,-32.234,-19.647,79.3203,3.83,3.65,26.3158,3.4,0,1.184,84.1954
632,0,TRUE,1,17,-0.5071,-0.4728,-0.606,50.1731,282.1722,,,4.3821,7.756,-33.1606,-20.337,79.731,3.81,3.65,25,3.6,0,1.192,84.875
633,0,TRUE,1,17,-0.5068,-0.4723,-0.604,49.8749,285.0023,,,4.3834,7.7578,-32.4932,-19.766,79.344,3.82,3.64,20.8333,3.6,0,1.204,83.8852
634,0,TRUE,1,17,-0.5081,-0.4726,-0.602,49.8159,278.4439,,,4.3833,7.7492,-32.2642,-19.771,78.3631,3.82,3.64,26.3158,3.4,0,1.193,82.925
635,0,TRUE,1,17,-0.5079,-0.4738,-0.604,49.5885,274.3463,,,4.3811,7.7399,-32.4876,-19.697,77.8964,3.81,3.65,20.8333,3.6,0,1.187,82.8955
636,0,TRUE,1,17,-0.5075,-0.4741,-0.604,50.2883,275.0671,,,4.3806,7.8398,-32.7208,-20.118,78.9008,3.86,3.66,20.8333,3.6,0,1.189,83.708
637,0,TRUE,1,17,-0.5077,-0.4743,-0.603,50.0934,278.3405,,,4.3814,7.7553,-32.6245,-19.983,78.8654,3.83,3.63,0,3.6,0,1.203,83.3534
638,0,TRUE,1,17,-0.508,-0.4755,-0.603,50.3917,284.6626,,,4.3809,7.7851,-31.788,-19.232,79.3942,3.82,3.64,20.8333,3.6,0,1.208,83.708
639,0,TRUE,1,17,-0.5075,-0.4784,-0.607,51.2214,271.2384,,,4.3796,7.7776,-32.2673,-19.654,79.3735,3.84,3.66,26.3158,3.4,0,1.197,84.1659
640,0,TRUE,1,17,-0.5082,-0.4803,-0.607,51.6112,284.6508,,,4.3791,7.8288,-32.8237,-20.148,80.0796,3.85,3.66,18.797,3.4,0,1.212,85.2295
641,0,TRUE,1,17,-0.5085,-0.4819,-0.607,51.3188,282.4085,,,4.3804,7.7891,-32.582,-19.948,79.9969,3.84,3.64,21.925,3.4,0,1.214,84.9488
642,0,TRUE,1,17,-0.5066,-0.4796,-0.607,51.1535,281.8649,,,4.3787,7.7721,-32.6179,-20.013,79.6098,3.84,3.64,21.9202,3.4,0,1.215,83.8852
643,0,TRUE,1,17,-0.5082,-0.4806,-0.606,50.6456,265.0197,,,4.3824,7.7715,-31.6669,-19.385,77.6718,3.84,3.66,32.8947,3.4,0,1.183,82.0387
644,0,TRUE,1,17,-0.5082,-0.4805,-0.606,50.7873,285.0053,,,4.3824,7.7465,-32.0947,-19.88,78.2627,3.83,3.66,20.8333,3.6,0,1.209,83.0432
645,0,TRUE,1,17,-0.5069,-0.4792,-0.607,49.993,286.3997,,,4.3821,7.7155,-31.8508,-19.425,78.8388,3.82,3.65,21.9298,3.4,0,1.205,83.6341
646,0,TRUE,1,17,-0.5078,-0.4791,-0.606,50.1377,271.6136,,,4.3821,7.7659,-31.6659,-19.241,78.7442,3.84,3.65,21.9298,3.4,0,1.19,83.5011
647,0,TRUE,1,17,-0.5063,-0.4782,-0.606,50.0846,271.4393,,,4.3808,7.7425,-31.4813,-19.339,77.7191,3.82,3.66,20.8333,3.6,0,1.193,82.1125
648,0,TRUE,1,17,-0.508,-0.4804,-0.606,50.4537,274.0184,,,4.3818,7.7744,-31.3861,-19.023,78.0323,3.84,3.65,25,3.6,0,1.191,83.4716
649,0,TRUE,1,17,-0.5077,-0.4926,-0.618,50.4714,282.119,,,4.3805,7.7294,-32.0806,-19.641,80.0766,3.8,3.65,0,3.4,0,1.225,84.4909
650,0,TRUE,1,17,-0.5072,-0.4931,-0.619,51.0176,299.7323,,,4.3787,7.7991,-32.1036,-19.578,81.9703,3.84,3.66,26.3158,3.4,0,1.236,86.3817
651,0,TRUE,1,17,-0.5072,-0.4819,-0.609,51.6407,272.5383,,,4.3777,7.7193,-32.3993,-19.833,80.1387,3.81,3.66,18.797,3.4,0,1.219,84.9931
652,0,TRUE,1,17,-0.5082,-0.4826,-0.607,51.372,288.7809,,,4.378,7.684,-32.9474,-20.156,80.8004,3.79,3.64,23.1481,3.2,0,1.239,85.8647
653,0,TRUE,1,17,-0.507,-0.4906,-0.615,52.4261,298.7604,,,4.3764,7.7552,-33.8867,-20.68,82.5434,3.83,3.67,27.7701,3.2,0,1.253,87.9181
654,0,TRUE,1,17,-0.508,-0.4913,-0.615,52.4173,291.9419,,,4.3761,7.7943,-33.7524,-20.356,82.6646,3.85,3.68,26.3158,3.4,0,1.253,87.5783
655,0,TRUE,1,17,-0.5068,-0.4841,-0.61,51.1712,279.3242,,,4.3771,7.6919,-31.9696,-19.494,81.0427,3.8,3.65,21.925,3.4,0,1.219,85.6431
